1/sqr(SNR),Dominant Frequency (Actual),FFT Estimation,FFT Time,Custom Estimation,Custom Time,Frequency Count
0.01,24.001464270822034,24,0.003538846969604492,23.908420423781827,0.00025010108947753906,3
0.01,9.05991822708535,9,0.0036902427673339844,9.003898050052575,0.00022602081298828125,4
0.01,27.90969478766652,28,0.0035278797149658203,27.877611166964826,0.0002579689025878906,2
0.01,26.54447231659855,27,0.0036590099334716797,26.38419166837575,0.00025177001953125,2
0.01,33.83965779522678,34,0.003493070602416992,33.6570765294629,0.0002779960632324219,3
0.01,36.18007546593281,36,0.0036270618438720703,35.98236546436597,0.0002911090850830078,2
0.01,21.454972675988742,21,0.0034270286560058594,21.298397224791216,0.0002429485321044922,4
0.01,34.624459786066794,35,0.003590106964111328,34.36316274634157,0.0002689361572265625,1
0.01,30.537459378965995,31,0.003392934799194336,30.419088770015325,0.00030517578125,4
0.01,26.686351352783532,27,0.0035791397094726562,26.502430079855333,0.000270843505859375,3
0.01,1.0897899501032762,1,0.0034880638122558594,1.187554617475802,0.0002090930938720703,2
0.01,22.693224194605047,23,0.0034770965576171875,22.552830877828008,0.0002448558807373047,4
0.01,19.800722330489904,20,0.003506898880004883,19.691518364648644,0.00023794174194335938,3
0.01,34.52844433208307,35,0.0034089088439941406,34.32000368072065,0.00026106834411621094,2
0.01,4.511740855521879,4,0.0035719871520996094,4.480885601913468,0.00021195411682128906,3
0.01,4.7649461196740965,5,0.0034170150756835938,4.730505406347272,0.00021123886108398438,4
0.01,39.05613892987056,39,0.0037059783935546875,38.799333826430875,0.0002760887145996094,2
0.01,9.667279294233468,10,0.003448963165283203,9.599603780968172,0.000225067138671875,2
0.01,9.482080607683924,9,0.003509044647216797,9.381521382708252,0.0002193450927734375,1
0.01,6.92627506205298,7,0.0033736228942871094,6.9782480892285825,0.0002124309539794922,3
0.01,25.68268694740562,26,0.003473043441772461,25.419069475622543,0.0002548694610595703,1
0.01,13.27026649647824,13,0.0035467147827148438,13.228312087829526,0.0002219676971435547,2
0.01,3.6940772436668396,4,0.0034799575805664062,3.648543969245077,0.00021028518676757812,3
0.01,8.902075220525838,9,0.003419160842895508,8.84012907208529,0.00021696090698242188,2
0.01,38.916740096531846,39,0.003659963607788086,38.8023687023462,0.00027179718017578125,4
0.01,38.92189885784607,39,0.003495931625366211,38.6779596269463,0.000270843505859375,1
0.015,22.800517572319528,23,0.0034513473510742188,22.481613861762103,0.00024580955505371094,1
0.015,14.306661304874691,14,0.003432035446166992,14.142072367435384,0.00022721290588378906,3
0.015,39.526904689406706,40,0.003410816192626953,39.11467987263491,0.00026917457580566406,1
0.015,25.366629832059026,25,0.003371715545654297,25.179633801116793,0.00024580955505371094,4
0.015,30.541263270666004,31,0.003465890884399414,30.188516943372882,0.0002570152282714844,2
0.015,21.888889981185365,22,0.003448009490966797,21.626424444405846,0.00024199485778808594,3
0.015,19.98004063746594,20,0.0036690235137939453,19.84094459179382,0.00029087066650390625,4
0.015,15.609392265022246,16,0.0036468505859375,15.365834297982815,0.0002372264862060547,1
0.015,5.033044205884584,5,0.003425121307373047,4.998311182485611,0.00021505355834960938,2
0.015,30.78373498095911,31,0.003545045852661133,30.413112713356927,0.00026297569274902344,1
0.015,24.847340652242348,25,0.003448963165283203,24.618496644273954,0.0003108978271484375,3
0.015,11.203153706721439,11,0.0037360191345214844,11.067353146505916,0.00022602081298828125,3
0.015,35.948736859384,36,0.003470897674560547,35.853549765192426,0.0002651214599609375,4
0.015,28.953736465321345,29,0.0035288333892822266,28.633346868877293,0.00030803680419921875,3
0.015,9.957452036108394,10,0.003406047821044922,9.824893909322405,0.0002231597900390625,2
0.015,19.243285728522686,19,0.003793954849243164,19.03428627531842,0.0002422332763671875,2
0.015,18.955868911097696,19,0.0035352706909179688,18.822955450336313,0.00023889541625976562,2
0.015,5.798503378996373,6,0.003651857376098633,5.7078707949964524,0.00023794174194335938,3
0.015,30.25535981163003,30,0.003509998321533203,29.915847360263577,0.000308990478515625,1
0.015,18.696901101135374,19,0.003650188446044922,18.57438099951008,0.00028586387634277344,4
0.015,34.024605326182424,34,0.0036978721618652344,33.78975388279784,0.00027298927307128906,4
0.015,22.6153379348491,23,0.0036611557006835938,22.331547283195018,0.0002529621124267578,1
0.015,1.0451006636326259,1,0.0035352706909179688,1.1724112245182179,0.00020503997802734375,3
0.015,27.219320903343174,27,0.004214048385620117,27.031179838972243,0.0002529621124267578,3
0.015,19.85112660354835,20,0.0034339427947998047,19.656196891794153,0.00023794174194335938,4
0.015,11.036291894033113,11,0.0036687850952148438,10.905758101277383,0.00022673606872558594,3
0.015,27.565958651035686,28,0.0035681724548339844,27.23348382901672,0.0002570152282714844,2
0.015,28.506925685385774,29,0.0035829544067382812,28.225062547554906,0.0002532005310058594,2
0.015,21.531017565155548,22,0.0035750865936279297,21.306266511945857,0.00025653839111328125,2
0.015,8.236008855722783,8,0.0036940574645996094,8.12592662181923,0.00021886825561523438,3
0.02,36.59975888380887,37,0.00356292724609375,36.19302402587457,0.00027179718017578125,3
0.02,26.636738187534593,27,0.0035729408264160156,26.348877285551286,0.0002613067626953125,3
0.02,1.023424877985617,1,0.0034859180450439453,1.1779013111480496,0.00020503997802734375,3
0.02,24.893517088066346,25,0.0035240650177001953,24.547724115945996,0.0002460479736328125,3
0.02,19.267916806702605,19,0.003454923629760742,18.973318183224468,0.00023603439331054688,2
0.02,2.7465223981222913,3,0.003384828567504883,2.77161633988073,0.0002052783966064453,4
0.02,4.609378487728005,5,0.0034821033477783203,4.542372451609283,0.00021123886108398438,1
0.02,21.67699458944913,22,0.0035278797149658203,21.352364623384783,0.00024008750915527344,3
0.02,6.285120102562799,6,0.003422260284423828,6.234094761972252,0.00021195411682128906,1
0.02,11.711619674112338,12,0.0037758350372314453,11.542990247506697,0.0002300739288330078,4
0.02,4.13161027059944,4,0.0035610198974609375,4.101807832307459,0.00021409988403320312,2
0.02,23.358370623276738,23,0.003549814224243164,23.00403806941285,0.0002429485321044922,2
0.02,30.2678539302847,30,0.0034210681915283203,29.785747422753783,0.0002627372741699219,2
0.02,23.558612932769446,24,0.0034050941467285156,23.143695307442357,0.00024509429931640625,1
0.02,5.773360860605247,6,0.003445863723754883,5.676160192562621,0.0002110004425048828,1
0.02,23.5309008355618,24,0.0034036636352539062,23.106494883903906,0.0002942085266113281,1
0.02,9.495866722933215,9,0.0035829544067382812,9.348003383294248,0.00021910667419433594,1
0.02,15.412276286912112,15,0.0034151077270507812,15.141884209412032,0.00023126602172851562,1
0.02,39.34524161045645,39,0.003987312316894531,38.880773319513565,0.00027871131896972656,1
0.02,34.02295951553839,34,0.003389120101928711,33.53861875786383,0.0002620220184326172,4
0.02,28.106175393933096,28,0.003671884536743164,27.747020577990977,0.0002760887145996094,4
0.02,13.555414492810694,14,0.0037000179290771484,13.382685368873855,0.00028324127197265625,3
0.02,16.56325977551466,17,0.0036301612854003906,16.35944488931663,0.0002338886260986328,4
0.02,25.000146156420428,25,0.003457784652709961,24.725444915564793,0.0002548694610595703,3
0.02,30.329088374397603,30,0.0035839080810546875,29.828736909525606,0.0002586841583251953,1
0.02,23.146098191443787,23,0.003390789031982422,22.809324482023616,0.00024390220642089844,3
0.02,19.562619088680798,20,0.0045318603515625,19.307595118043047,0.0002429485321044922,4
0.02,14.485665854670025,14,0.003591775894165039,14.21840291816748,0.0002658367156982422,1
0.02,7.063313909736445,7,0.0036029815673828125,7.023161727848151,0.00021910667419433594,4
0.02,10.396446421178576,10,0.0038788318634033203,10.397382583404495,0.0002231597900390625,3
0.025,32.41220970059026,32,0.003654003143310547,31.96865450310779,0.00025963783264160156,3
0.025,17.463946095957432,17,0.003731250762939453,17.21166682137116,0.0002529621124267578,4
0.025,8.499271146205515,8,0.003810882568359375,8.30328033079565,0.0002219676971435547,1
0.025,34.55768979829335,35,0.0037109851837158203,34.087411231041436,0.0002696514129638672,4
0.025,2.5025739234048885,2,0.0037789344787597656,2.5074982006355686,0.0002110004425048828,3
0.025,10.602807196136,11,0.003602266311645508,10.481957016642118,0.00026488304138183594,1
0.025,4.744327937857388,5,0.003512144088745117,4.576463961539859,0.0002319812774658203,1
0.025,8.128124019320518,8,0.0038251876831054688,7.9883890771779,0.0002262592315673828,1
0.025,4.068008010454698,4,0.003634214401245117,4.017495562188845,0.00021719932556152344,2
0.025,14.222978270474892,14,0.003938913345336914,13.878192225856859,0.00023293495178222656,1
0.025,11.4885882541353,11,0.003804922103881836,11.184292398658668,0.0002319812774658203,2
0.025,14.578253190157731,15,0.0038461685180664062,14.30296681797207,0.00023293495178222656,2
0.025,33.06415732110889,33,0.003493070602416992,32.38526527876742,0.0002989768981933594,1
0.025,33.716840190321754,34,0.0036301612854003906,33.12802090857752,0.0002770423889160156,4
0.025,6.46339325268038,6,0.003480195999145508,6.330562512931428,0.00021409988403320312,1
0.025,35.68375753167169,36,0.003476858139038086,35.04913494226171,0.0002620220184326172,2
0.025,35.031168649786665,35,0.003640890121459961,34.418989599969414,0.00026798248291015625,2
0.025,7.192361284647796,7,0.0034351348876953125,7.014813095864328,0.00021600723266601562,1
0.025,26.6970928535063,27,0.00356292724609375,26.2955723686089,0.0002849102020263672,4
0.025,3.129213576785126,3,0.003762960433959961,3.063320033610095,0.00021314620971679688,4
0.025,18.382586965563377,18,0.0034461021423339844,18.061470816015095,0.00023293495178222656,4
0.025,21.294363722509967,21,0.003918170928955078,20.948047741678156,0.000247955322265625,4
0.025,12.520673736214007,13,0.00356292724609375,12.334804013985016,0.00022602081298828125,4
0.025,15.573703987490296,16,0.0034029483795166016,15.278106228459933,0.0002288818359375,3
0.025,31.78518442184198,32,0.0036039352416992188,31.27224422833818,0.00028014183044433594,3
0.025,20.4517752885572,20,0.0034589767456054688,20.070948298476367,0.00023818016052246094,3
0.025,10.582965953324248,11,0.0034220218658447266,10.357436628964535,0.00021982192993164062,1
0.025,15.738116707830645,16,0.0037260055541992188,15.470757051425842,0.00023317337036132812,2
0.025,10.501248641676492,10,0.003423929214477539,10.323450774548977,0.00021791458129882812,3
0.025,18.17337658960848,18,0.0035181045532226562,17.772681794502457,0.0002579689025878906,1
0.030000000000000002,14.433138266904876,14,0.0037419795989990234,14.084967386851506,0.00022983551025390625,3
0.030000000000000002,10.39764672242394,10,0.0034542083740234375,10.29472103748171,0.00022292137145996094,4
0.030000000000000002,37.54772121025043,38,0.0036230087280273438,36.58714953968622,0.00027108192443847656,1
0.030000000000000002,29.715427932462504,30,0.004008054733276367,29.026570454743332,0.0002579689025878906,3
0.030000000000000002,21.542405472016085,22,0.0034351348876953125,21.15294176122458,0.0002391338348388672,4
0.030000000000000002,27.60255161322425,28,0.003592967987060547,27.01041573175593,0.0002548694610595703,3
0.030000000000000002,39.130781679360446,39,0.0037682056427001953,38.13910025232594,0.00027489662170410156,1
0.030000000000000002,28.462501709952573,28,0.0038099288940429688,27.759039222609008,0.0002608299255371094,2
0.030000000000000002,1.5300492672256572,1,0.0036537647247314453,2.100397548339062,0.00020694732666015625,1
0.030000000000000002,39.593075624895526,40,0.0035321712493896484,38.54293190301361,0.0002701282501220703,1
0.030000000000000002,18.036582110128812,18,0.003484010696411133,17.64317961116609,0.000308990478515625,3
0.030000000000000002,36.400937133847194,36,0.0038301944732666016,35.609298049935404,0.0003108978271484375,3
0.030000000000000002,28.56477728035309,29,0.0034859180450439453,27.947797677820965,0.0002570152282714844,3
0.030000000000000002,6.934988921614562,7,0.003906726837158203,6.768108098342969,0.00021910667419433594,4
0.030000000000000002,5.207862239674758,5,0.003654956817626953,5.05839345121887,0.0002148151397705078,4
0.030000000000000002,5.054145160788319,5,0.0035791397094726562,4.948048786058256,0.00021696090698242188,3
0.030000000000000002,30.49320808732935,30,0.0037937164306640625,29.82173097516393,0.00031685829162597656,3
0.030000000000000002,33.038039291521834,33,0.003526926040649414,32.19628442565566,0.00026488304138183594,1
0.030000000000000002,32.60838238227646,33,0.003731966018676758,32.12066801843395,0.0002658367156982422,4
0.030000000000000002,5.088353056369131,5,0.0036911964416503906,4.953369838564492,0.0002167224884033203,4
0.030000000000000002,15.148881595985578,15,0.003421783447265625,14.792596420689037,0.00023174285888671875,2
0.030000000000000002,34.152880169198184,34,0.003862142562866211,33.505828336824834,0.00027489662170410156,4
0.030000000000000002,22.395705960153606,22,0.003922939300537109,21.811129079695316,0.0003380775451660156,1
0.030000000000000002,23.66325520116395,24,0.0036869049072265625,23.016650278188866,0.0002522468566894531,1
0.030000000000000002,16.15022885727408,16,0.0038299560546875,15.71263131414342,0.00023603439331054688,3
0.030000000000000002,33.28844539786923,33,0.0033960342407226562,32.39331009278645,0.0002682209014892578,1
0.030000000000000002,13.666882085267705,14,0.0035648345947265625,13.348654879149292,0.00024700164794921875,1
0.030000000000000002,15.102672632165316,15,0.0036170482635498047,14.681960555839563,0.0002319812774658203,1
0.030000000000000002,25.39318849266765,25,0.003453969955444336,24.874812746361535,0.00025010108947753906,4
0.030000000000000002,34.219037362391504,34,0.0037338733673095703,33.30887786683182,0.0002701282501220703,1
0.035,14.721708211334288,15,0.003545045852661133,14.314760821746633,0.00024390220642089844,2
0.035,10.814537361217448,11,0.003510713577270508,10.564656368055008,0.0002231597900390625,3
0.035,21.35606408891976,21,0.0035920143127441406,20.776972766576357,0.00024509429931640625,3
0.035,6.703988980004329,7,0.003618001937866211,6.559068208804079,0.00021505355834960938,4
0.035,24.42842833684601,24,0.003635883331298828,23.67190017123317,0.000247955322265625,1
0.035,18.49512067639602,18,0.003673076629638672,18.103982570475882,0.00023889541625976562,4
0.035,27.445361837185928,27,0.003416776657104492,26.644599048272674,0.00025010108947753906,2
0.035,27.810990998079205,28,0.003650188446044922,27.229127513390377,0.00025391578674316406,4
0.035,6.380137437324176,6,0.003564119338989258,6.2398491994115055,0.00022292137145996094,2
0.035,22.548113264475784,23,0.003592967987060547,21.922502761921045,0.00024700164794921875,4
0.035,17.495829678230127,17,0.0036809444427490234,16.947360657359113,0.00024008750915527344,1
0.035,34.68924258980063,35,0.0035326480865478516,33.650228706504095,0.0002658367156982422,1
0.035,11.99778045089749,12,0.003384113311767578,11.69677828357676,0.00022292137145996094,2
0.035,17.883097931594698,18,0.003593921661376953,17.316883553466752,0.00023508071899414062,1
0.035,4.886846759656635,5,0.003435850143432617,4.918633788894484,0.00020885467529296875,4
0.035,5.164217855875347,5,0.0035021305084228516,4.991990482007685,0.0002377033233642578,2
0.035,18.512198492655024,19,0.0034940242767333984,18.03972911145022,0.00023508071899414062,2
0.035,33.85417861348344,34,0.0035779476165771484,33.048723715548796,0.0002639293670654297,2
0.035,19.815507008354558,20,0.0034608840942382812,19.317164280681617,0.0002422332763671875,2
0.035,38.894256184311686,39,0.003489971160888672,37.88901061946978,0.0002689361572265625,2
0.035,6.715093364050177,7,0.003421306610107422,7.219185745971215,0.00021505355834960938,2
0.035,29.456761573051217,29,0.0035049915313720703,28.55524893129503,0.0002551078796386719,2
0.035,35.74120694608641,36,0.003432035446166992,34.76468032125716,0.00026226043701171875,2
0.035,9.409666931303981,9,0.0035278797149658203,9.225711700868752,0.00021886825561523438,3
0.035,26.72528229453791,27,0.003664731979370117,25.872989284734228,0.00025010108947753906,1
0.035,4.219871079670874,4,0.00374603271484375,4.142148861506158,0.0002162456512451172,3
0.035,26.604307003236887,27,0.0035948753356933594,25.96604146085291,0.0002529621124267578,4
0.035,36.54956122345295,37,0.0035321712493896484,35.63976296599635,0.000270843505859375,3
0.035,12.054762729476318,12,0.003428936004638672,11.714746971495709,0.0002200603485107422,3
0.035,7.073856377770216,7,0.00347900390625,6.9000270595338264,0.00023436546325683594,3
0.04,9.423260897703374,9,0.003465890884399414,9.24521136936595,0.00022172927856445312,3
0.04,10.110338531087987,10,0.004530906677246094,10.596985270348195,0.00022792816162109375,3
0.04,37.1819929360225,37,0.0036869049072265625,36.34865538011821,0.00028896331787109375,4
0.04,34.705138466298514,35,0.0038928985595703125,34.0170639203004,0.0002739429473876953,3
0.04,14.437057297165575,14,0.00362396240234375,13.945903354696965,0.00026106834411621094,2
0.04,23.972319975625695,24,0.00347900390625,23.14241162567266,0.00024700164794921875,2
0.04,16.147443209245345,16,0.0036439895629882812,15.562052161846594,0.00023508071899414062,1
0.04,3.442525494803395,3,0.003673076629638672,3.473486369210963,0.00021600723266601562,4
0.04,22.445377538099052,22,0.0034799575805664062,21.81724078293363,0.00024509429931640625,3
0.04,5.202144616621741,5,0.0035119056701660156,5.152548710507755,0.00021910667419433594,2
0.04,12.722083676046452,13,0.0035161972045898438,12.265668183327866,0.00022864341735839844,1
0.04,8.485888426570684,8,0.003777027130126953,8.359727278123747,0.0002269744873046875,1
0.04,21.38466252645686,21,0.0035431385040283203,20.812661951027895,0.0002460479736328125,4
0.04,2.3781928843566353,2,0.0036737918853759766,2.224889691417506,0.00021004676818847656,3
0.04,22.64339152325934,23,0.0034008026123046875,22.020959975580894,0.00032711029052734375,3
0.04,1.840526101005476,2,0.0036818981170654297,1.7920737061043595,0.0002200603485107422,4
0.04,3.7396419773327123,4,0.0036656856536865234,3.7007207400370232,0.00021195411682128906,1
0.04,32.72547107841422,33,0.00356292724609375,31.563022878986057,0.00026702880859375,1
0.04,5.821321061215328,6,0.004145145416259766,5.607064990991937,0.0002319812774658203,2
0.04,8.132459514901978,8,0.004063844680786133,7.993660251848277,0.00023102760314941406,4
0.04,30.4098899764634,30,0.0037140846252441406,29.620190213843916,0.00037288665771484375,3
0.04,26.739662052450065,27,0.0042209625244140625,25.87456900035638,0.0003058910369873047,3
0.04,21.106340997762118,21,0.0038945674896240234,20.464192458183362,0.0002460479736328125,4
0.04,33.93438398542264,34,0.0037119388580322266,32.896700951781554,0.0002779960632324219,2
0.04,20.96612242081764,21,0.004142045974731445,20.33484319047453,0.00032901763916015625,4
0.04,24.46387533754234,24,0.0036818981170654297,23.896599429287953,0.0002567768096923828,4
0.04,13.880055574047127,14,0.004181861877441406,13.4040621796176,0.0002410411834716797,4
0.04,16.276924659710044,16,0.0038361549377441406,15.711840223575711,0.00023412704467773438,1
0.04,30.520792885790893,31,0.004033088684082031,29.761680371429,0.00026488304138183594,4
0.04,5.174249433026243,5,0.0039081573486328125,5.056690574455721,0.0003209114074707031,2
0.045,11.120063586891877,11,0.004395008087158203,10.74583154226164,0.0002307891845703125,2
0.045,35.44826679667603,35,0.004343986511230469,34.23948311586378,0.0002720355987548828,2
0.045,5.185790266393979,5,0.0035400390625,4.932739205933429,0.0002181529998779297,1
0.045,9.00198136111735,9,0.0034432411193847656,8.775519658116718,0.00037789344787597656,3
0.045,8.860983129523333,9,0.003731966018676758,8.508925885495154,0.00022912025451660156,2
0.045,18.111904244345318,18,0.004310131072998047,17.494985491687952,0.00023984909057617188,2
0.045,38.88011577889251,39,0.003738880157470703,37.6632606868227,0.0002741813659667969,2
0.045,30.3349002086482,30,0.0034978389739990234,29.56886005195661,0.00030112266540527344,4
0.045,6.822006490482203,7,0.0036292076110839844,6.661919232087951,0.00022482872009277344,3
0.045,3.122186501329579,3,0.003493070602416992,2.8628171508742875,0.0002110004425048828,4
0.045,28.277328003990338,28,0.0035719871520996094,27.125515242345642,0.00026702880859375,1
0.045,28.7531416572236,29,0.004057168960571289,27.686885524582536,0.0002639293670654297,3
0.045,13.599899016671381,14,0.0035300254821777344,13.223056208797408,0.0002288818359375,4
0.045,23.27677593793132,23,0.0036170482635498047,22.538896109608412,0.0002779960632324219,4
0.045,18.036860165688424,18,0.0035178661346435547,17.243404414895977,0.00023293495178222656,1
0.045,17.22784347856761,17,0.003553152084350586,17.006326981095107,0.00023317337036132812,1
0.045,16.826034742085163,17,0.0035119056701660156,16.322131299820736,0.0002338886260986328,3
0.045,20.289888524833202,20,0.0039288997650146484,19.657417885627087,0.00026702880859375,3
0.045,33.77782298122111,34,0.0033960342407226562,32.529554063710464,0.0002598762512207031,2
0.045,1.4776932395720914,1,0.004057168960571289,1.4993086101017539,0.00021219253540039062,2
0.045,36.968108248024386,37,0.003503084182739258,35.58432598703653,0.00027108192443847656,2
0.045,15.221773730269831,15,0.0036008358001708984,14.803492679137227,0.0002391338348388672,4
0.045,3.524347247415948,3,0.0035409927368164062,3.3138046952732503,0.00023221969604492188,3
0.045,9.218333618418749,9,0.0036678314208984375,8.967116844525817,0.0002269744873046875,4
0.045,4.365271162035139,4,0.0035419464111328125,4.240094282630968,0.00021219253540039062,2
0.045,25.87045424028755,26,0.0037801265716552734,24.833638969134444,0.0002529621124267578,1
0.045,5.626522467951472,6,0.003592967987060547,5.915866069770469,0.00021409988403320312,2
0.045,38.84821556957362,39,0.0038487911224365234,37.57233212622404,0.0003178119659423828,2
0.045,34.411969855875356,34,0.003710031509399414,33.30341417008762,0.0002658367156982422,3
0.045,3.5116246777395292,3,0.0036280155181884766,3.697298961663789,0.0002129077911376953,3
0.049999999999999996,19.158178101307232,19,0.00397491455078125,18.53289004166255,0.0002560615539550781,4
0.049999999999999996,8.20413950767647,8,0.003453969955444336,7.8599070435762,0.00022292137145996094,2
0.049999999999999996,18.47562173670703,18,0.0035309791564941406,17.638541428856232,0.00023674964904785156,1
0.049999999999999996,21.72312412501242,22,0.0034630298614501953,20.864116286910882,0.00024509429931640625,1
0.049999999999999996,20.867008681013832,21,0.003591775894165039,20.05850839250696,0.00024199485778808594,2
0.049999999999999996,1.181129098344663,1,0.0038208961486816406,1.5715898525948364,0.0002067089080810547,2
0.049999999999999996,4.160719353598006,4,0.0036191940307617188,4.602675828466221,0.0002129077911376953,3
0.049999999999999996,33.50391622617244,34,0.003483295440673828,32.07287596043387,0.0002639293670654297,2
0.049999999999999996,23.72416869368261,24,0.0034029483795166016,22.622029403842117,0.0002460479736328125,1
0.049999999999999996,29.17317323269698,29,0.0035262107849121094,27.826525520398345,0.0002608299255371094,1
0.049999999999999996,28.722725404448802,29,0.0034151077270507812,27.38513427314987,0.00025272369384765625,1
0.049999999999999996,37.69730386225114,38,0.0036580562591552734,36.179673496321975,0.00035500526428222656,3
0.049999999999999996,33.51287400631238,34,0.003534078598022461,32.02242142778498,0.00026702880859375,1
0.049999999999999996,20.287723353997645,20,0.003737926483154297,19.467983532423183,0.00025391578674316406,2
0.049999999999999996,21.428043820851098,21,0.003660917282104492,21.457003188929242,0.0002429485321044922,1
